itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
ARCHFIN-77001,interior-fit-out,Specialist Finishes,Venetian plaster - 15 mm - Polished - External sheltered area,"Supply and install venetian plaster complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for external sheltered area. | Code Ref: 09 97 00 | Spec: Material/Type: ___ | Thickness: 15 mm | Finish: Polished | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-77002,interior-fit-out,Specialist Finishes,Venetian plaster - 15 mm - Polished - External exposed area,"Supply and install venetian plaster complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for external exposed area. | Code Ref: 09 97 00 | Spec: Material/Type: ___ | Thickness: 15 mm | Finish: Polished | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-77003,interior-fit-out,Specialist Finishes,Venetian plaster - 15 mm - Polished - High-traffic area,"Supply and install venetian plaster complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for high-traffic area. | Code Ref: 09 97 00 | Spec: Material/Type: ___ | Thickness: 15 mm | Finish: Polished | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-77004,interior-fit-out,Specialist Finishes,Venetian plaster - 15 mm - Polished - Back-of-house area,"Supply and install venetian plaster complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for back-of-house area. | Code Ref: 09 97 00 | Spec: Material/Type: ___ | Thickness: 15 mm | Finish: Polished | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-77005,interior-fit-out,Specialist Finishes,Venetian plaster - 15 mm - Honed - Internal dry area,"Supply and install venetian plaster complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for internal dry area. | Code Ref: 09 97 00 | Spec: Material/Type: ___ | Thickness: 15 mm | Finish: Honed | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-77006,interior-fit-out,Specialist Finishes,Venetian plaster - 15 mm - Honed - Internal wet area,"Supply and install venetian plaster complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for internal wet area. | Code Ref: 09 97 00 | Spec: Material/Type: ___ | Thickness: 15 mm | Finish: Honed | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-77007,interior-fit-out,Specialist Finishes,Venetian plaster - 15 mm - Honed - External sheltered area,"Supply and install venetian plaster complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for external sheltered area. | Code Ref: 09 97 00 | Spec: Material/Type: ___ | Thickness: 15 mm | Finish: Honed | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-77008,interior-fit-out,Specialist Finishes,Venetian plaster - 15 mm - Honed - External exposed area,"Supply and install venetian plaster complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for external exposed area. | Code Ref: 09 97 00 | Spec: Material/Type: ___ | Thickness: 15 mm | Finish: Honed | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-77009,interior-fit-out,Specialist Finishes,Venetian plaster - 15 mm - Honed - High-traffic area,"Supply and install venetian plaster complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for high-traffic area. | Code Ref: 09 97 00 | Spec: Material/Type: ___ | Thickness: 15 mm | Finish: Honed | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-77010,interior-fit-out,Specialist Finishes,Venetian plaster - 15 mm - Honed - Back-of-house area,"Supply and install venetian plaster complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for back-of-house area. | Code Ref: 09 97 00 | Spec: Material/Type: ___ | Thickness: 15 mm | Finish: Honed | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-77011,interior-fit-out,Specialist Finishes,Venetian plaster - 15 mm - Matt - Internal dry area,"Supply and install venetian plaster complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for internal dry area. | Code Ref: 09 97 00 | Spec: Material/Type: ___ | Thickness: 15 mm | Finish: Matt | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
