itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
CLOSE-04776,construction,O&M Manuals,Final Roofing Combined O&M Manual - Native Software,"Prepare, coordinate, compile and submit final roofing combined o&m manual in native software format, including equipment data, operating procedures, maintenance requirements, safety information, troubleshooting, spare parts and approved manufacturer literature. | Code Ref: 01 78 23 / OmniClass 23-11 31 13 | Spec: Discipline/System: ___ | Manual Type: ___ | Revision: ___ | Format: ___ | Number of Copies: ___ | CDE/Portal: ___ | Approval Status: ___ | Standard: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,item,,,,,,,
CLOSE-04777,construction,O&M Manuals,Final Roofing Combined O&M Manual - PDF,"Prepare, coordinate, compile and submit final roofing combined o&m manual in pdf format, including equipment data, operating procedures, maintenance requirements, safety information, troubleshooting, spare parts and approved manufacturer literature. | Code Ref: 01 78 23 / OmniClass 23-11 31 13 | Spec: Discipline/System: ___ | Manual Type: ___ | Revision: ___ | Format: ___ | Number of Copies: ___ | CDE/Portal: ___ | Approval Status: ___ | Standard: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,item,,,,,,,
CLOSE-04778,construction,O&M Manuals,Final Roofing Combined O&M Manual - Printed Copy,"Prepare, coordinate, compile and submit final roofing combined o&m manual in printed copy format, including equipment data, operating procedures, maintenance requirements, safety information, troubleshooting, spare parts and approved manufacturer literature. | Code Ref: 01 78 23 / OmniClass 23-11 31 13 | Spec: Discipline/System: ___ | Manual Type: ___ | Revision: ___ | Format: ___ | Number of Copies: ___ | CDE/Portal: ___ | Approval Status: ___ | Standard: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,item,,,,,,,
CLOSE-04779,construction,O&M Manuals,Final Roofing Emergency Procedures Manual - Cloud Portal,"Prepare, coordinate, compile and submit final roofing emergency procedures manual in cloud portal format, including equipment data, operating procedures, maintenance requirements, safety information, troubleshooting, spare parts and approved manufacturer literature. | Code Ref: 01 78 23 / OmniClass 23-11 31 13 | Spec: Discipline/System: ___ | Manual Type: ___ | Revision: ___ | Format: ___ | Number of Copies: ___ | CDE/Portal: ___ | Approval Status: ___ | Standard: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,item,,,,,,,
CLOSE-04780,construction,O&M Manuals,Final Roofing Emergency Procedures Manual - Editable Source,"Prepare, coordinate, compile and submit final roofing emergency procedures manual in editable source format, including equipment data, operating procedures, maintenance requirements, safety information, troubleshooting, spare parts and approved manufacturer literature. | Code Ref: 01 78 23 / OmniClass 23-11 31 13 | Spec: Discipline/System: ___ | Manual Type: ___ | Revision: ___ | Format: ___ | Number of Copies: ___ | CDE/Portal: ___ | Approval Status: ___ | Standard: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,item,,,,,,,
CLOSE-04781,construction,O&M Manuals,Final Roofing Emergency Procedures Manual - Native Software,"Prepare, coordinate, compile and submit final roofing emergency procedures manual in native software format, including equipment data, operating procedures, maintenance requirements, safety information, troubleshooting, spare parts and approved manufacturer literature. | Code Ref: 01 78 23 / OmniClass 23-11 31 13 | Spec: Discipline/System: ___ | Manual Type: ___ | Revision: ___ | Format: ___ | Number of Copies: ___ | CDE/Portal: ___ | Approval Status: ___ | Standard: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,item,,,,,,,
CLOSE-04782,construction,O&M Manuals,Final Roofing Emergency Procedures Manual - PDF,"Prepare, coordinate, compile and submit final roofing emergency procedures manual in pdf format, including equipment data, operating procedures, maintenance requirements, safety information, troubleshooting, spare parts and approved manufacturer literature. | Code Ref: 01 78 23 / OmniClass 23-11 31 13 | Spec: Discipline/System: ___ | Manual Type: ___ | Revision: ___ | Format: ___ | Number of Copies: ___ | CDE/Portal: ___ | Approval Status: ___ | Standard: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,item,,,,,,,
CLOSE-04783,construction,O&M Manuals,Final Roofing Emergency Procedures Manual - Printed Copy,"Prepare, coordinate, compile and submit final roofing emergency procedures manual in printed copy format, including equipment data, operating procedures, maintenance requirements, safety information, troubleshooting, spare parts and approved manufacturer literature. | Code Ref: 01 78 23 / OmniClass 23-11 31 13 | Spec: Discipline/System: ___ | Manual Type: ___ | Revision: ___ | Format: ___ | Number of Copies: ___ | CDE/Portal: ___ | Approval Status: ___ | Standard: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,item,,,,,,,
CLOSE-04784,construction,O&M Manuals,Final Roofing Maintenance Manual - Cloud Portal,"Prepare, coordinate, compile and submit final roofing maintenance manual in cloud portal format, including equipment data, operating procedures, maintenance requirements, safety information, troubleshooting, spare parts and approved manufacturer literature. | Code Ref: 01 78 23 / OmniClass 23-11 31 13 | Spec: Discipline/System: ___ | Manual Type: ___ | Revision: ___ | Format: ___ | Number of Copies: ___ | CDE/Portal: ___ | Approval Status: ___ | Standard: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,item,,,,,,,
CLOSE-04785,construction,O&M Manuals,Final Roofing Maintenance Manual - Editable Source,"Prepare, coordinate, compile and submit final roofing maintenance manual in editable source format, including equipment data, operating procedures, maintenance requirements, safety information, troubleshooting, spare parts and approved manufacturer literature. | Code Ref: 01 78 23 / OmniClass 23-11 31 13 | Spec: Discipline/System: ___ | Manual Type: ___ | Revision: ___ | Format: ___ | Number of Copies: ___ | CDE/Portal: ___ | Approval Status: ___ | Standard: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,item,,,,,,,
