itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
FACADE-07443,construction,Metal and ACP Cladding,A2 Non-Combustible Core Corten Steel Panel Curved Cladding - 5 mm - PVDF,"Design, fabricate, supply and install complete a2 non-combustible core corten steel panel curved cladding in 5 mm thickness with pvdf finish, including subframe, brackets, stiffeners, fixings, insulation interfaces, flashings, joints, sealants and accessories. | Code Ref: 07 42 13 / OmniClass 23-13 31 23 | Spec: Panel Material: ___ | Panel Thickness: ___ | Core Classification: ___ | Panel Size: ___ | Finish/Colour: ___ | Subframe Material: ___ | Cavity Depth: ___ | Fire Classification: ___ | Design Wind Pressure: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, structural design, local code, tested system, manufacturer data and consultant requirements.",,m²,,,,,,,
FACADE-07444,construction,Metal and ACP Cladding,A2 Non-Combustible Core Corten Steel Panel Curved Cladding - 5 mm - Powder-Coated,"Design, fabricate, supply and install complete a2 non-combustible core corten steel panel curved cladding in 5 mm thickness with powder-coated finish, including subframe, brackets, stiffeners, fixings, insulation interfaces, flashings, joints, sealants and accessories. | Code Ref: 07 42 13 / OmniClass 23-13 31 23 | Spec: Panel Material: ___ | Panel Thickness: ___ | Core Classification: ___ | Panel Size: ___ | Finish/Colour: ___ | Subframe Material: ___ | Cavity Depth: ___ | Fire Classification: ___ | Design Wind Pressure: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, structural design, local code, tested system, manufacturer data and consultant requirements.",,m²,,,,,,,
FACADE-07445,construction,Metal and ACP Cladding,A2 Non-Combustible Core Corten Steel Panel Curved Cladding - 5 mm - Stone-Effect,"Design, fabricate, supply and install complete a2 non-combustible core corten steel panel curved cladding in 5 mm thickness with stone-effect finish, including subframe, brackets, stiffeners, fixings, insulation interfaces, flashings, joints, sealants and accessories. | Code Ref: 07 42 13 / OmniClass 23-13 31 23 | Spec: Panel Material: ___ | Panel Thickness: ___ | Core Classification: ___ | Panel Size: ___ | Finish/Colour: ___ | Subframe Material: ___ | Cavity Depth: ___ | Fire Classification: ___ | Design Wind Pressure: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, structural design, local code, tested system, manufacturer data and consultant requirements.",,m²,,,,,,,
FACADE-07446,construction,Metal and ACP Cladding,A2 Non-Combustible Core Corten Steel Panel Curved Cladding - 5 mm - Wood-Grain,"Design, fabricate, supply and install complete a2 non-combustible core corten steel panel curved cladding in 5 mm thickness with wood-grain finish, including subframe, brackets, stiffeners, fixings, insulation interfaces, flashings, joints, sealants and accessories. | Code Ref: 07 42 13 / OmniClass 23-13 31 23 | Spec: Panel Material: ___ | Panel Thickness: ___ | Core Classification: ___ | Panel Size: ___ | Finish/Colour: ___ | Subframe Material: ___ | Cavity Depth: ___ | Fire Classification: ___ | Design Wind Pressure: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, structural design, local code, tested system, manufacturer data and consultant requirements.",,m²,,,,,,,
FACADE-07447,construction,Metal and ACP Cladding,A2 Non-Combustible Core Corten Steel Panel Curved Cladding - 6 mm - Anodized,"Design, fabricate, supply and install complete a2 non-combustible core corten steel panel curved cladding in 6 mm thickness with anodized finish, including subframe, brackets, stiffeners, fixings, insulation interfaces, flashings, joints, sealants and accessories. | Code Ref: 07 42 13 / OmniClass 23-13 31 23 | Spec: Panel Material: ___ | Panel Thickness: ___ | Core Classification: ___ | Panel Size: ___ | Finish/Colour: ___ | Subframe Material: ___ | Cavity Depth: ___ | Fire Classification: ___ | Design Wind Pressure: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, structural design, local code, tested system, manufacturer data and consultant requirements.",,m²,,,,,,,
FACADE-07448,construction,Metal and ACP Cladding,A2 Non-Combustible Core Corten Steel Panel Curved Cladding - 6 mm - Brushed,"Design, fabricate, supply and install complete a2 non-combustible core corten steel panel curved cladding in 6 mm thickness with brushed finish, including subframe, brackets, stiffeners, fixings, insulation interfaces, flashings, joints, sealants and accessories. | Code Ref: 07 42 13 / OmniClass 23-13 31 23 | Spec: Panel Material: ___ | Panel Thickness: ___ | Core Classification: ___ | Panel Size: ___ | Finish/Colour: ___ | Subframe Material: ___ | Cavity Depth: ___ | Fire Classification: ___ | Design Wind Pressure: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, structural design, local code, tested system, manufacturer data and consultant requirements.",,m²,,,,,,,
FACADE-07449,construction,Metal and ACP Cladding,A2 Non-Combustible Core Corten Steel Panel Curved Cladding - 6 mm - FEVE,"Design, fabricate, supply and install complete a2 non-combustible core corten steel panel curved cladding in 6 mm thickness with feve finish, including subframe, brackets, stiffeners, fixings, insulation interfaces, flashings, joints, sealants and accessories. | Code Ref: 07 42 13 / OmniClass 23-13 31 23 | Spec: Panel Material: ___ | Panel Thickness: ___ | Core Classification: ___ | Panel Size: ___ | Finish/Colour: ___ | Subframe Material: ___ | Cavity Depth: ___ | Fire Classification: ___ | Design Wind Pressure: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, structural design, local code, tested system, manufacturer data and consultant requirements.",,m²,,,,,,,
FACADE-07450,construction,Metal and ACP Cladding,A2 Non-Combustible Core Corten Steel Panel Curved Cladding - 6 mm - Mirror,"Design, fabricate, supply and install complete a2 non-combustible core corten steel panel curved cladding in 6 mm thickness with mirror finish, including subframe, brackets, stiffeners, fixings, insulation interfaces, flashings, joints, sealants and accessories. | Code Ref: 07 42 13 / OmniClass 23-13 31 23 | Spec: Panel Material: ___ | Panel Thickness: ___ | Core Classification: ___ | Panel Size: ___ | Finish/Colour: ___ | Subframe Material: ___ | Cavity Depth: ___ | Fire Classification: ___ | Design Wind Pressure: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, structural design, local code, tested system, manufacturer data and consultant requirements.",,m²,,,,,,,
FACADE-07451,construction,Metal and ACP Cladding,A2 Non-Combustible Core Corten Steel Panel Curved Cladding - 6 mm - PVDF,"Design, fabricate, supply and install complete a2 non-combustible core corten steel panel curved cladding in 6 mm thickness with pvdf finish, including subframe, brackets, stiffeners, fixings, insulation interfaces, flashings, joints, sealants and accessories. | Code Ref: 07 42 13 / OmniClass 23-13 31 23 | Spec: Panel Material: ___ | Panel Thickness: ___ | Core Classification: ___ | Panel Size: ___ | Finish/Colour: ___ | Subframe Material: ___ | Cavity Depth: ___ | Fire Classification: ___ | Design Wind Pressure: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, structural design, local code, tested system, manufacturer data and consultant requirements.",,m²,,,,,,,
FACADE-07452,construction,Metal and ACP Cladding,A2 Non-Combustible Core Corten Steel Panel Curved Cladding - 6 mm - Powder-Coated,"Design, fabricate, supply and install complete a2 non-combustible core corten steel panel curved cladding in 6 mm thickness with powder-coated finish, including subframe, brackets, stiffeners, fixings, insulation interfaces, flashings, joints, sealants and accessories. | Code Ref: 07 42 13 / OmniClass 23-13 31 23 | Spec: Panel Material: ___ | Panel Thickness: ___ | Core Classification: ___ | Panel Size: ___ | Finish/Colour: ___ | Subframe Material: ___ | Cavity Depth: ___ | Fire Classification: ___ | Design Wind Pressure: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, structural design, local code, tested system, manufacturer data and consultant requirements.",,m²,,,,,,,
FACADE-07453,construction,Metal and ACP Cladding,A2 Non-Combustible Core Corten Steel Panel Curved Cladding - 6 mm - Stone-Effect,"Design, fabricate, supply and install complete a2 non-combustible core corten steel panel curved cladding in 6 mm thickness with stone-effect finish, including subframe, brackets, stiffeners, fixings, insulation interfaces, flashings, joints, sealants and accessories. | Code Ref: 07 42 13 / OmniClass 23-13 31 23 | Spec: Panel Material: ___ | Panel Thickness: ___ | Core Classification: ___ | Panel Size: ___ | Finish/Colour: ___ | Subframe Material: ___ | Cavity Depth: ___ | Fire Classification: ___ | Design Wind Pressure: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, structural design, local code, tested system, manufacturer data and consultant requirements.",,m²,,,,,,,
FACADE-07454,construction,Metal and ACP Cladding,A2 Non-Combustible Core Corten Steel Panel Curved Cladding - 6 mm - Wood-Grain,"Design, fabricate, supply and install complete a2 non-combustible core corten steel panel curved cladding in 6 mm thickness with wood-grain finish, including subframe, brackets, stiffeners, fixings, insulation interfaces, flashings, joints, sealants and accessories. | Code Ref: 07 42 13 / OmniClass 23-13 31 23 | Spec: Panel Material: ___ | Panel Thickness: ___ | Core Classification: ___ | Panel Size: ___ | Finish/Colour: ___ | Subframe Material: ___ | Cavity Depth: ___ | Fire Classification: ___ | Design Wind Pressure: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, structural design, local code, tested system, manufacturer data and consultant requirements.",,m²,,,,,,,
FACADE-07455,construction,Metal and ACP Cladding,A2 Non-Combustible Core Corten Steel Panel Curved Cladding - Project-Specific - Anodized,"Design, fabricate, supply and install complete a2 non-combustible core corten steel panel curved cladding in Project-Specific thickness with anodized finish, including subframe, brackets, stiffeners, fixings, insulation interfaces, flashings, joints, sealants and accessories. | Code Ref: 07 42 13 / OmniClass 23-13 31 23 | Spec: Panel Material: ___ | Panel Thickness: ___ | Core Classification: ___ | Panel Size: ___ | Finish/Colour: ___ | Subframe Material: ___ | Cavity Depth: ___ | Fire Classification: ___ | Design Wind Pressure: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, structural design, local code, tested system, manufacturer data and consultant requirements.",,m²,,,,,,,
FACADE-07456,construction,Metal and ACP Cladding,A2 Non-Combustible Core Corten Steel Panel Curved Cladding - Project-Specific - Brushed,"Design, fabricate, supply and install complete a2 non-combustible core corten steel panel curved cladding in Project-Specific thickness with brushed finish, including subframe, brackets, stiffeners, fixings, insulation interfaces, flashings, joints, sealants and accessories. | Code Ref: 07 42 13 / OmniClass 23-13 31 23 | Spec: Panel Material: ___ | Panel Thickness: ___ | Core Classification: ___ | Panel Size: ___ | Finish/Colour: ___ | Subframe Material: ___ | Cavity Depth: ___ | Fire Classification: ___ | Design Wind Pressure: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, structural design, local code, tested system, manufacturer data and consultant requirements.",,m²,,,,,,,
FACADE-07457,construction,Metal and ACP Cladding,A2 Non-Combustible Core Corten Steel Panel Curved Cladding - Project-Specific - FEVE,"Design, fabricate, supply and install complete a2 non-combustible core corten steel panel curved cladding in Project-Specific thickness with feve finish, including subframe, brackets, stiffeners, fixings, insulation interfaces, flashings, joints, sealants and accessories. | Code Ref: 07 42 13 / OmniClass 23-13 31 23 | Spec: Panel Material: ___ | Panel Thickness: ___ | Core Classification: ___ | Panel Size: ___ | Finish/Colour: ___ | Subframe Material: ___ | Cavity Depth: ___ | Fire Classification: ___ | Design Wind Pressure: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, structural design, local code, tested system, manufacturer data and consultant requirements.",,m²,,,,,,,
FACADE-07458,construction,Metal and ACP Cladding,A2 Non-Combustible Core Corten Steel Panel Curved Cladding - Project-Specific - Mirror,"Design, fabricate, supply and install complete a2 non-combustible core corten steel panel curved cladding in Project-Specific thickness with mirror finish, including subframe, brackets, stiffeners, fixings, insulation interfaces, flashings, joints, sealants and accessories. | Code Ref: 07 42 13 / OmniClass 23-13 31 23 | Spec: Panel Material: ___ | Panel Thickness: ___ | Core Classification: ___ | Panel Size: ___ | Finish/Colour: ___ | Subframe Material: ___ | Cavity Depth: ___ | Fire Classification: ___ | Design Wind Pressure: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, structural design, local code, tested system, manufacturer data and consultant requirements.",,m²,,,,,,,
FACADE-07459,construction,Metal and ACP Cladding,A2 Non-Combustible Core Corten Steel Panel Curved Cladding - Project-Specific - PVDF,"Design, fabricate, supply and install complete a2 non-combustible core corten steel panel curved cladding in Project-Specific thickness with pvdf finish, including subframe, brackets, stiffeners, fixings, insulation interfaces, flashings, joints, sealants and accessories. | Code Ref: 07 42 13 / OmniClass 23-13 31 23 | Spec: Panel Material: ___ | Panel Thickness: ___ | Core Classification: ___ | Panel Size: ___ | Finish/Colour: ___ | Subframe Material: ___ | Cavity Depth: ___ | Fire Classification: ___ | Design Wind Pressure: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, structural design, local code, tested system, manufacturer data and consultant requirements.",,m²,,,,,,,
FACADE-07460,construction,Metal and ACP Cladding,A2 Non-Combustible Core Corten Steel Panel Curved Cladding - Project-Specific - Powder-Coated,"Design, fabricate, supply and install complete a2 non-combustible core corten steel panel curved cladding in Project-Specific thickness with powder-coated finish, including subframe, brackets, stiffeners, fixings, insulation interfaces, flashings, joints, sealants and accessories. | Code Ref: 07 42 13 / OmniClass 23-13 31 23 | Spec: Panel Material: ___ | Panel Thickness: ___ | Core Classification: ___ | Panel Size: ___ | Finish/Colour: ___ | Subframe Material: ___ | Cavity Depth: ___ | Fire Classification: ___ | Design Wind Pressure: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, structural design, local code, tested system, manufacturer data and consultant requirements.",,m²,,,,,,,
FACADE-07461,construction,Metal and ACP Cladding,A2 Non-Combustible Core Corten Steel Panel Curved Cladding - Project-Specific - Stone-Effect,"Design, fabricate, supply and install complete a2 non-combustible core corten steel panel curved cladding in Project-Specific thickness with stone-effect finish, including subframe, brackets, stiffeners, fixings, insulation interfaces, flashings, joints, sealants and accessories. | Code Ref: 07 42 13 / OmniClass 23-13 31 23 | Spec: Panel Material: ___ | Panel Thickness: ___ | Core Classification: ___ | Panel Size: ___ | Finish/Colour: ___ | Subframe Material: ___ | Cavity Depth: ___ | Fire Classification: ___ | Design Wind Pressure: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, structural design, local code, tested system, manufacturer data and consultant requirements.",,m²,,,,,,,
