itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
ARCHFIN-71501,interior-fit-out,Joinery Finishes,Timber skirting - 40 mm - Gloss - High-traffic area,"Supply and install timber skirting complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for high-traffic area. | Code Ref: 06 40 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Gloss | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,LM,,,,,,,
ARCHFIN-71502,interior-fit-out,Joinery Finishes,Timber skirting - 40 mm - Gloss - Back-of-house area,"Supply and install timber skirting complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for back-of-house area. | Code Ref: 06 40 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Gloss | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,LM,,,,,,,
ARCHFIN-71503,interior-fit-out,Joinery Finishes,Timber skirting - 40 mm - Textured - Internal dry area,"Supply and install timber skirting complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for internal dry area. | Code Ref: 06 40 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Textured | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,LM,,,,,,,
ARCHFIN-71504,interior-fit-out,Joinery Finishes,Timber skirting - 40 mm - Textured - Internal wet area,"Supply and install timber skirting complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for internal wet area. | Code Ref: 06 40 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Textured | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,LM,,,,,,,
ARCHFIN-71505,interior-fit-out,Joinery Finishes,Timber skirting - 40 mm - Textured - External sheltered area,"Supply and install timber skirting complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for external sheltered area. | Code Ref: 06 40 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Textured | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,LM,,,,,,,
ARCHFIN-71506,interior-fit-out,Joinery Finishes,Timber skirting - 40 mm - Textured - External exposed area,"Supply and install timber skirting complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for external exposed area. | Code Ref: 06 40 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Textured | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,LM,,,,,,,
ARCHFIN-71507,interior-fit-out,Joinery Finishes,Timber skirting - 40 mm - Textured - High-traffic area,"Supply and install timber skirting complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for high-traffic area. | Code Ref: 06 40 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Textured | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,LM,,,,,,,
ARCHFIN-71508,interior-fit-out,Joinery Finishes,Timber skirting - 40 mm - Textured - Back-of-house area,"Supply and install timber skirting complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for back-of-house area. | Code Ref: 06 40 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Textured | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,LM,,,,,,,
ARCHFIN-71509,interior-fit-out,Joinery Finishes,Timber skirting - 40 mm - Brushed - Internal dry area,"Supply and install timber skirting complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for internal dry area. | Code Ref: 06 40 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Brushed | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,LM,,,,,,,
ARCHFIN-71510,interior-fit-out,Joinery Finishes,Timber skirting - 40 mm - Brushed - Internal wet area,"Supply and install timber skirting complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for internal wet area. | Code Ref: 06 40 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Brushed | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,LM,,,,,,,
ARCHFIN-71511,interior-fit-out,Joinery Finishes,Timber skirting - 40 mm - Brushed - External sheltered area,"Supply and install timber skirting complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for external sheltered area. | Code Ref: 06 40 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Brushed | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,LM,,,,,,,
ARCHFIN-71512,interior-fit-out,Joinery Finishes,Timber skirting - 40 mm - Brushed - External exposed area,"Supply and install timber skirting complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for external exposed area. | Code Ref: 06 40 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Brushed | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,LM,,,,,,,
ARCHFIN-71513,interior-fit-out,Joinery Finishes,Timber skirting - 40 mm - Brushed - High-traffic area,"Supply and install timber skirting complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for high-traffic area. | Code Ref: 06 40 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Brushed | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,LM,,,,,,,
ARCHFIN-71514,interior-fit-out,Joinery Finishes,Timber skirting - 40 mm - Brushed - Back-of-house area,"Supply and install timber skirting complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for back-of-house area. | Code Ref: 06 40 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Brushed | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,LM,,,,,,,
ARCHFIN-71515,interior-fit-out,Joinery Finishes,Timber skirting - 40 mm - Satin - Internal dry area,"Supply and install timber skirting complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for internal dry area. | Code Ref: 06 40 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Satin | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,LM,,,,,,,
ARCHFIN-71516,interior-fit-out,Joinery Finishes,Timber skirting - 40 mm - Satin - Internal wet area,"Supply and install timber skirting complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for internal wet area. | Code Ref: 06 40 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Satin | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,LM,,,,,,,
