itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
ARCHFIN-05501,interior-fit-out,Brickwork,Fire brickwork - 40 mm - Gloss - High-traffic area,"Supply and install fire brickwork complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for high-traffic area. | Code Ref: 04 20 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Gloss | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-05502,interior-fit-out,Brickwork,Fire brickwork - 40 mm - Gloss - Back-of-house area,"Supply and install fire brickwork complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for back-of-house area. | Code Ref: 04 20 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Gloss | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-05503,interior-fit-out,Brickwork,Fire brickwork - 40 mm - Textured - Internal dry area,"Supply and install fire brickwork complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for internal dry area. | Code Ref: 04 20 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Textured | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-05504,interior-fit-out,Brickwork,Fire brickwork - 40 mm - Textured - Internal wet area,"Supply and install fire brickwork complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for internal wet area. | Code Ref: 04 20 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Textured | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-05505,interior-fit-out,Brickwork,Fire brickwork - 40 mm - Textured - External sheltered area,"Supply and install fire brickwork complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for external sheltered area. | Code Ref: 04 20 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Textured | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-05506,interior-fit-out,Brickwork,Fire brickwork - 40 mm - Textured - External exposed area,"Supply and install fire brickwork complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for external exposed area. | Code Ref: 04 20 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Textured | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-05507,interior-fit-out,Brickwork,Fire brickwork - 40 mm - Textured - High-traffic area,"Supply and install fire brickwork complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for high-traffic area. | Code Ref: 04 20 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Textured | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-05508,interior-fit-out,Brickwork,Fire brickwork - 40 mm - Textured - Back-of-house area,"Supply and install fire brickwork complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for back-of-house area. | Code Ref: 04 20 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Textured | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-05509,interior-fit-out,Brickwork,Fire brickwork - 40 mm - Brushed - Internal dry area,"Supply and install fire brickwork complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for internal dry area. | Code Ref: 04 20 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Brushed | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-05510,interior-fit-out,Brickwork,Fire brickwork - 40 mm - Brushed - Internal wet area,"Supply and install fire brickwork complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for internal wet area. | Code Ref: 04 20 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Brushed | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-05511,interior-fit-out,Brickwork,Fire brickwork - 40 mm - Brushed - External sheltered area,"Supply and install fire brickwork complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for external sheltered area. | Code Ref: 04 20 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Brushed | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-05512,interior-fit-out,Brickwork,Fire brickwork - 40 mm - Brushed - External exposed area,"Supply and install fire brickwork complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for external exposed area. | Code Ref: 04 20 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Brushed | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-05513,interior-fit-out,Brickwork,Fire brickwork - 40 mm - Brushed - High-traffic area,"Supply and install fire brickwork complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for high-traffic area. | Code Ref: 04 20 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Brushed | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-05514,interior-fit-out,Brickwork,Fire brickwork - 40 mm - Brushed - Back-of-house area,"Supply and install fire brickwork complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for back-of-house area. | Code Ref: 04 20 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Brushed | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-05515,interior-fit-out,Brickwork,Fire brickwork - 40 mm - Satin - Internal dry area,"Supply and install fire brickwork complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for internal dry area. | Code Ref: 04 20 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Satin | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-05516,interior-fit-out,Brickwork,Fire brickwork - 40 mm - Satin - Internal wet area,"Supply and install fire brickwork complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for internal wet area. | Code Ref: 04 20 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Satin | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-05517,interior-fit-out,Brickwork,Fire brickwork - 40 mm - Satin - External sheltered area,"Supply and install fire brickwork complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for external sheltered area. | Code Ref: 04 20 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Satin | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-05518,interior-fit-out,Brickwork,Fire brickwork - 40 mm - Satin - External exposed area,"Supply and install fire brickwork complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for external exposed area. | Code Ref: 04 20 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Satin | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-05519,interior-fit-out,Brickwork,Fire brickwork - 40 mm - Satin - High-traffic area,"Supply and install fire brickwork complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for high-traffic area. | Code Ref: 04 20 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Satin | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-05520,interior-fit-out,Brickwork,Fire brickwork - 40 mm - Satin - Back-of-house area,"Supply and install fire brickwork complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for back-of-house area. | Code Ref: 04 20 00 | Spec: Material/Type: ___ | Thickness: 40 mm | Finish: Satin | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-05521,interior-fit-out,Brickwork,Fire brickwork - 50 mm - Natural - Internal dry area,"Supply and install fire brickwork complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for internal dry area. | Code Ref: 04 20 00 | Spec: Material/Type: ___ | Thickness: 50 mm | Finish: Natural | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-05522,interior-fit-out,Brickwork,Fire brickwork - 50 mm - Natural - Internal wet area,"Supply and install fire brickwork complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for internal wet area. | Code Ref: 04 20 00 | Spec: Material/Type: ___ | Thickness: 50 mm | Finish: Natural | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-05523,interior-fit-out,Brickwork,Fire brickwork - 50 mm - Natural - External sheltered area,"Supply and install fire brickwork complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for external sheltered area. | Code Ref: 04 20 00 | Spec: Material/Type: ___ | Thickness: 50 mm | Finish: Natural | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-05524,interior-fit-out,Brickwork,Fire brickwork - 50 mm - Natural - External exposed area,"Supply and install fire brickwork complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for external exposed area. | Code Ref: 04 20 00 | Spec: Material/Type: ___ | Thickness: 50 mm | Finish: Natural | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-05525,interior-fit-out,Brickwork,Fire brickwork - 50 mm - Natural - High-traffic area,"Supply and install fire brickwork complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for high-traffic area. | Code Ref: 04 20 00 | Spec: Material/Type: ___ | Thickness: 50 mm | Finish: Natural | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
ARCHFIN-05526,interior-fit-out,Brickwork,Fire brickwork - 50 mm - Natural - Back-of-house area,"Supply and install fire brickwork complete with substrate preparation, approved fixing system, joints, trims, accessories, protection and making good, suitable for back-of-house area. | Code Ref: 04 20 00 | Spec: Material/Type: ___ | Thickness: 50 mm | Finish: Natural | Size/Module: ___ | Color: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Slip Rating: ___ | Standard: ___ | Manufacturer: ___ | Remarks: Pattern-based template; verify project requirements and consultant classification.",,m²,,,,,,,
